Device OWON HDS2102S found at port 3:4


2024-01-21 08:49:11.843626, 000.20 mA
2024-01-21 08:49:12.261659, 000.21 mA
2024-01-21 08:49:12.679595, 000.21 mA
2024-01-21 08:49:13.097644, 000.22 mA
2024-01-21 08:49:13.514580, 000.22 mA
2024-01-21 08:49:13.933602, 000.21 mA
2024-01-21 08:49:14.351605, 000.21 mA
2024-01-21 08:49:14.769608, 000.21 mA
2024-01-21 08:49:15.187604, 000.20 mA
2024-01-21 08:49:15.605582, 000.21 mA
2024-01-21 08:49:16.023560, 000.21 mA
2024-01-21 08:49:16.440503, 000.21 mA
2024-01-21 08:49:16.858577, 000.22 mA
2024-01-21 08:49:17.276501, 000.21 mA
2024-01-21 08:49:17.694500, 000.21 mA
2024-01-21 08:49:18.112520, 000.21 mA
2024-01-21 08:49:18.529483, 000.21 mA
2024-01-21 08:49:18.948520, 000.21 mA
2024-01-21 08:49:19.366466, 000.21 mA
2024-01-21 08:49:19.784502, 000.21 mA
2024-01-21 08:49:20.201432, 000.21 mA
2024-01-21 08:49:20.619424, 000.21 mA
2024-01-21 08:49:21.038420, 000.21 mA
2024-01-21 08:49:21.456410, 000.21 mA
2024-01-21 08:49:21.874421, 000.21 mA
2024-01-21 08:49:22.292423, 000.21 mA
2024-01-21 08:49:22.710408, 000.21 mA
2024-01-21 08:49:23.128407, 000.21 mA
2024-01-21 08:49:23.546412, 000.21 mA
2024-01-21 08:49:23.964398, 000.21 mA
2024-01-21 08:49:24.381385, 000.22 mA
2024-01-21 08:49:24.798366, 000.22 mA
2024-01-21 08:49:25.216343, 000.22 mA
2024-01-21 08:49:25.634364, 000.22 mA
2024-01-21 08:49:26.051325, 000.22 mA
2024-01-21 08:49:26.469313, 000.22 mA
2024-01-21 08:49:26.888310, 000.21 mA
2024-01-21 08:49:27.306467, 000.21 mA
2024-01-21 08:49:27.724290, 000.21 mA
2024-01-21 08:49:28.142306, 000.21 mA
2024-01-21 08:49:28.560308, 000.21 mA
2024-01-21 08:49:28.978270, 000.21 mA
2024-01-21 08:49:29.396312, 000.21 mA
2024-01-21 08:49:29.814283, 000.22 mA
2024-01-21 08:49:30.232297, 000.22 mA
2024-01-21 08:49:30.650278, 000.22 mA
2024-01-21 08:49:31.068246, 000.22 mA
2024-01-21 08:49:31.486241, 000.21 mA
2024-01-21 08:49:31.904233, 000.21 mA
2024-01-21 08:49:32.322238, 000.20 mA
2024-01-21 08:49:32.740211, 000.20 mA
2024-01-21 08:49:33.158266, 000.21 mA
2024-01-21 08:49:33.576272, 000.21 mA
2024-01-21 08:49:33.994240, 000.21 mA
2024-01-21 08:49:34.413821, 000.21 mA
2024-01-21 08:49:34.831879, 000.21 mA
2024-01-21 08:49:35.248167, 000.21 mA
2024-01-21 08:49:35.668075, 000.21 mA
2024-01-21 08:49:36.084163, 000.21 mA
2024-01-21 08:49:36.502190, 000.21 mA
2024-01-21 08:49:36.920139, 000.21 mA
2024-01-21 08:49:37.338130, 000.21 mA
2024-01-21 08:49:37.756137, 000.21 mA
2024-01-21 08:49:38.174105, 000.21 mA
2024-01-21 08:49:38.593112, 000.21 mA
2024-01-21 08:49:39.011624, 000.21 mA
2024-01-21 08:49:39.428122, 000.21 mA
2024-01-21 08:49:39.846087, 000.21 mA
2024-01-21 08:49:40.264082, 000.21 mA
2024-01-21 08:49:40.682079, 000.21 mA
2024-01-21 08:49:41.100042, 000.21 mA
2024-01-21 08:49:41.518066, 000.21 mA
2024-01-21 08:49:41.936032, 000.21 mA
2024-01-21 08:49:42.354041, 000.21 mA
2024-01-21 08:49:42.772099, 000.21 mA
2024-01-21 08:49:43.190037, 000.21 mA
2024-01-21 08:49:43.608047, 000.21 mA
2024-01-21 08:49:44.026006, 000.21 mA
2024-01-21 08:49:44.444054, 000.22 mA
2024-01-21 08:49:44.860992, 000.22 mA
2024-01-21 08:49:45.277986, 000.22 mA
2024-01-21 08:49:45.695977, 000.22 mA
2024-01-21 08:49:46.113970, 000.22 mA
2024-01-21 08:49:46.531955, 000.22 mA
2024-01-21 08:49:46.949976, 000.22 mA
2024-01-21 08:49:47.367940, 000.22 mA
2024-01-21 08:49:47.786943, 000.22 mA
2024-01-21 08:49:48.203937, 000.22 mA
2024-01-21 08:49:48.621927, 000.21 mA
2024-01-21 08:49:49.039908, 000.21 mA
2024-01-21 08:49:49.457893, 000.21 mA
2024-01-21 08:49:49.875879, 000.21 mA
2024-01-21 08:49:50.293877, 000.21 mA
2024-01-21 08:49:50.711863, 000.21 mA
2024-01-21 08:49:51.129854, 000.21 mA
2024-01-21 08:49:51.547878, 000.22 mA
2024-01-21 08:49:51.965857, 000.22 mA
2024-01-21 08:49:52.383843, 000.21 mA
2024-01-21 08:49:52.801845, 000.21 mA
2024-01-21 08:49:53.219835, 000.21 mA
2024-01-21 08:49:53.638089, 000.22 mA
2024-01-21 08:49:54.055827, 000.22 mA
2024-01-21 08:49:54.473815, 000.21 mA
2024-01-21 08:49:54.891804, 000.22 mA
2024-01-21 08:49:55.309779, 000.22 mA
2024-01-21 08:49:55.727782, 000.22 mA
2024-01-21 08:49:56.145785, 000.22 mA
2024-01-21 08:49:56.563753, 000.21 mA
2024-01-21 08:49:56.982813, 000.21 mA
2024-01-21 08:49:57.399761, 000.21 mA
2024-01-21 08:49:57.819374, 000.21 mA
2024-01-21 08:49:58.235727, 000.21 mA
2024-01-21 08:49:58.653716, 000.20 mA
2024-01-21 08:49:59.072732, 000.20 mA
2024-01-21 08:49:59.489706, 000.21 mA
2024-01-21 08:49:59.907692, 000.20 mA
2024-01-21 08:50:00.325704, 000.21 mA
2024-01-21 08:50:00.743690, 000.21 mA
2024-01-21 08:50:01.160688, 000.23 mA
2024-01-21 08:50:01.578681, 000.24 mA
2024-01-21 08:50:01.996680, 000.24 mA
2024-01-21 08:50:02.415721, 000.23 mA
2024-01-21 08:50:02.832655, 000.19 mA
2024-01-21 08:50:03.251663, 000.17 mA
2024-01-21 08:50:03.669626, 000.15 mA
2024-01-21 08:50:04.087681, 000.15 mA
2024-01-21 08:50:04.504622, 000.15 mA
2024-01-21 08:50:04.923625, 000.15 mA
2024-01-21 08:50:05.340599, 000.15 mA
2024-01-21 08:50:05.759586, 000.15 mA
2024-01-21 08:50:06.178287, 000.15 mA
2024-01-21 08:50:06.595573, 000.15 mA
2024-01-21 08:50:07.013584, 000.15 mA
2024-01-21 08:50:07.432464, 000.15 mA
2024-01-21 08:50:07.848548, 000.15 mA
2024-01-21 08:50:08.267539, 000.15 mA
2024-01-21 08:50:08.685533, 000.15 mA
2024-01-21 08:50:09.103565, 000.15 mA
2024-01-21 08:50:09.520537, 000.15 mA
2024-01-21 08:50:09.938514, 000.15 mA
2024-01-21 08:50:10.357523, 000.15 mA
2024-01-21 08:50:10.774510, 000.15 mA
2024-01-21 08:50:11.193547, 000.15 mA
2024-01-21 08:50:11.612343, 000.15 mA
2024-01-21 08:50:12.028480, 000.15 mA
2024-01-21 08:50:12.447546, 000.15 mA
2024-01-21 08:50:12.865471, 000.15 mA
2024-01-21 08:50:13.283478, 000.15 mA
2024-01-21 08:50:13.700459, 000.15 mA
2024-01-21 08:50:14.119455, 000.15 mA
2024-01-21 08:50:14.537439, 000.15 mA
2024-01-21 08:50:14.955432, 000.14 mA
2024-01-21 08:50:15.373420, 000.14 mA
2024-01-21 08:50:15.792123, 000.15 mA
2024-01-21 08:50:16.209394, 000.15 mA
2024-01-21 08:50:16.627383, 000.15 mA
2024-01-21 08:50:17.045396, 000.15 mA
2024-01-21 08:50:17.463388, 000.15 mA
2024-01-21 08:50:17.881379, 000.15 mA
2024-01-21 08:50:18.299371, 000.15 mA
2024-01-21 08:50:18.717406, 000.15 mA
2024-01-21 08:50:19.135353, 000.15 mA
2024-01-21 08:50:19.553350, 000.16 mA
2024-01-21 08:50:19.972072, 000.15 mA
2024-01-21 08:50:20.389331, 000.15 mA
2024-01-21 08:50:20.808923, 000.15 mA
2024-01-21 08:50:21.226080, 000.15 mA
2024-01-21 08:50:21.643310, 000.15 mA
2024-01-21 08:50:22.061359, 000.15 mA
2024-01-21 08:50:22.479338, 000.15 mA
