Mode,Time(s),Value
DCI,8.1277799606,3.440835E-04
DCI,8.1425399780,3.425435E-04
DCI,8.1573362350,3.445738E-04
DCI,8.1722717285,3.482734E-04
DCI,8.1953954697,3.498273E-04
DCI,8.2164697647,3.483659E-04
DCI,8.2315797806,3.464051E-04
DCI,8.2463912964,3.437876E-04
DCI,8.2610940933,3.357130E-04
DCI,8.2829904556,3.411377E-04
DCI,8.3053398132,3.421181E-04
DCI,8.3203659058,3.409018E-04
DCI,8.3351631165,3.448004E-04
DCI,8.3498039246,3.468259E-04
DCI,8.3682756424,3.453646E-04
DCI,8.3942642212,3.509696E-04
DCI,8.4091701508,3.427655E-04
DCI,8.4241275787,3.395653E-04
DCI,8.4390420914,3.397225E-04
DCI,8.4655408859,3.451010E-04
DCI,8.4837799072,3.400092E-04
DCI,8.4985380173,3.409064E-04
DCI,8.5132350922,3.490781E-04
DCI,8.5285596848,3.464513E-04
DCI,8.5554990768,3.482503E-04
DCI,8.5733251572,3.502805E-04
DCI,8.5881938934,3.431771E-04
DCI,8.6029577255,3.364760E-04
DCI,8.6180086136,3.410405E-04
DCI,8.6455068588,3.413874E-04
DCI,8.6627016068,3.386172E-04
DCI,8.6779832840,3.459149E-04
DCI,8.6927328110,3.498504E-04
DCI,8.7074165344,3.396763E-04
DCI,8.7355499268,3.511592E-04
DCI,8.7520399094,3.499614E-04
DCI,8.7668123245,3.424649E-04
DCI,8.7817974091,3.406798E-04
DCI,8.7968273163,3.436951E-04
DCI,8.8152742386,3.499892E-04
DCI,8.8407020569,3.384323E-04
DCI,8.8555030823,3.436118E-04
DCI,8.8702373505,3.482272E-04
DCI,8.8855819702,3.448605E-04
DCI,8.9053192139,3.402220E-04
DCI,8.9296846390,3.478434E-04
DCI,8.9445648193,3.374565E-04
DCI,8.9593658447,3.372206E-04
DCI,8.9745979309,3.489718E-04
DCI,8.9953250885,3.464976E-04
DCI,9.0183954239,3.403237E-04
DCI,9.0334072113,3.510945E-04
DCI,9.0481872559,3.439726E-04
DCI,9.0632200241,3.381871E-04
DCI,9.0853033066,3.421504E-04
DCI,9.1073217392,3.412440E-04
DCI,9.1220474243,3.356390E-04
DCI,9.1409912109,3.389687E-04
DCI,9.1561174393,3.499013E-04
DCI,9.1747713089,3.473948E-04
DCI,9.1971149445,3.479636E-04
DCI,9.2118539810,3.471635E-04
DCI,9.2308502197,3.489718E-04
DCI,9.2458038330,3.407677E-04
DCI,9.2652797699,3.408926E-04
DCI,9.2872734070,3.458132E-04
DCI,9.3020572662,3.366610E-04
DCI,9.3208332062,3.393248E-04
DCI,9.3361387253,3.469092E-04
DCI,9.3553218842,3.472884E-04
DCI,9.3772668839,3.439633E-04
DCI,9.3958358765,3.474688E-04
DCI,9.4108829498,3.502482E-04
DCI,9.4258460999,3.421597E-04
DCI,9.4453363419,3.430800E-04
DCI,9.4668636322,3.446801E-04
DCI,9.4858169556,3.403977E-04
DCI,9.5010309219,3.371929E-04
DCI,9.5158452988,3.479451E-04
DCI,9.5352659225,3.510667E-04
DCI,9.5569820404,3.435101E-04
DCI,9.5762681961,3.481208E-04
DCI,9.6075372696,3.468768E-04
DCI,9.6229352951,3.378311E-04
DCI,9.6454000473,3.436812E-04
DCI,9.6678066254,3.410914E-04
DCI,9.6828136444,3.391861E-04
DCI,9.6976022720,3.437876E-04
DCI,9.7122507095,3.502574E-04
DCI,9.7335624695,3.523940E-04
DCI,9.7566289902,3.474086E-04
DCI,9.7713518143,3.475474E-04
DCI,9.7863988876,3.416140E-04
DCI,9.8010606766,3.405596E-04
DCI,9.8254499435,3.434407E-04
DCI,9.8456821442,3.430060E-04
DCI,9.8604898453,3.435702E-04
DCI,9.8753862381,3.479127E-04
DCI,9.8903141022,3.440743E-04
DCI,9.9155073166,3.486527E-04
DCI,9.9352073669,3.484353E-04
DCI,9.9499263763,3.420626E-04
DCI,9.9646444321,3.451148E-04
DCI,9.9798679352,3.435933E-04
DCI,10.0055418015,3.395745E-04
DCI,10.0243968964,3.409434E-04
DCI,10.0396852493,3.423678E-04
DCI,10.0544452667,3.481995E-04
DCI,10.0691223145,3.429320E-04
DCI,10.0955982208,3.487637E-04
DCI,10.1139707565,3.499198E-04
DCI,10.1288537979,3.418360E-04
DCI,10.1438722610,3.416602E-04
DCI,10.1586494446,3.475705E-04
DCI,10.1811008453,3.400139E-04
DCI,10.2027168274,3.430661E-04
DCI,10.2176599503,3.463126E-04
DCI,10.2327098846,3.460768E-04
DCI,10.2477245331,3.410405E-04
DCI,10.2753534317,3.418776E-04
DCI,10.2918949127,3.454386E-04
DCI,10.3068199158,3.437829E-04
DCI,10.3215875626,3.415955E-04
DCI,10.3370294571,3.457669E-04
DCI,10.3553361893,3.461091E-04
DCI,10.3809680939,3.414799E-04
DCI,10.3961496353,3.475289E-04
DCI,10.4109373093,3.452397E-04
DCI,10.4259061813,3.453229E-04
DCI,10.4452886581,3.429644E-04
DCI,10.4700450897,3.457114E-04
DCI,10.4853000641,3.433760E-04
DCI,10.5000801086,3.433991E-04
DCI,10.5150947571,3.495221E-04
DCI,10.5332937241,3.473300E-04
DCI,10.5587415695,3.427840E-04
DCI,10.5736007690,3.496331E-04
DCI,10.5924921036,3.491198E-04
DCI,10.6117534637,3.475104E-04
DCI,10.6339483261,3.501418E-04
DCI,10.6532278061,3.478989E-04
DCI,10.6680927277,3.429043E-04
DCI,10.6871070862,3.428349E-04
DCI,10.7019815445,3.358702E-04
DCI,10.7253923416,3.426638E-04
DCI,10.7432117462,3.393942E-04
DCI,10.7618255615,3.341221E-04
DCI,10.7771110535,3.442315E-04
DCI,10.7921743393,3.481301E-04
DCI,10.8154134750,3.480838E-04
DCI,10.8329200745,3.502019E-04
DCI,10.8518037796,3.473901E-04
DCI,10.8669042587,3.421088E-04
DCI,10.8816633224,3.365177E-04
DCI,10.9054508209,3.414198E-04
DCI,10.9227266312,3.378588E-04
DCI,10.9417581558,3.420765E-04
DCI,10.9567956924,3.451287E-04
DCI,10.9715213776,3.453414E-04
DCI,10.9954299927,3.489301E-04
DCI,11.0126647949,3.488238E-04
DCI,11.0314989090,3.424141E-04
DCI,11.0466976166,3.412486E-04
DCI,11.0614633560,3.390936E-04
DCI,11.0854892731,3.418314E-04
DCI,11.1063947678,3.407261E-04
DCI,11.1211032867,3.407677E-04
DCI,11.1358880997,3.495915E-04
DCI,11.1508951187,3.445691E-04
DCI,11.1755142212,3.488330E-04
DCI,11.1957464218,3.481578E-04
DCI,11.2105808258,3.401665E-04
DCI,11.2254896164,3.435610E-04
DCI,11.2404165268,3.423354E-04
DCI,11.2654781342,3.400925E-04
DCI,11.2848358154,3.445368E-04
DCI,11.3000526428,3.434592E-04
DCI,11.3148107529,3.470341E-04
DCI,11.3295993805,3.458270E-04
DCI,11.3552026749,3.478017E-04
DCI,11.3744745255,3.487729E-04
DCI,11.3897752762,3.436211E-04
DCI,11.4044656754,3.407353E-04
DCI,11.4192533493,3.486943E-04
DCI,11.4390106201,3.454848E-04
DCI,11.4633283615,3.394497E-04
DCI,11.4781293869,3.450085E-04
DCI,11.4930868149,3.479590E-04
DCI,11.5078449249,3.444489E-04
DCI,11.5352602005,3.411469E-04
DCI,11.5524568558,3.459380E-04
DCI,11.5671892166,3.434638E-04
DCI,11.5819311142,3.389548E-04
DCI,11.5969591141,3.481810E-04
DCI,11.6255292892,3.438384E-04
DCI,11.6458492279,3.417527E-04
DCI,11.6606397629,3.393387E-04
DCI,11.6754655838,3.493140E-04
DCI,11.6904344559,3.437922E-04
DCI,11.7155332565,3.465068E-04
DCI,11.7348251343,3.484862E-04
DCI,11.7527503967,3.512425E-04
DCI,11.7675933838,3.421042E-04
DCI,11.7825632095,3.356621E-04
DCI,11.8052749634,3.449946E-04
DCI,11.8266754150,3.435147E-04
DCI,11.8418693542,3.363096E-04
DCI,11.8566017151,3.473300E-04
DCI,11.8715801239,3.483474E-04
DCI,11.8918867111,3.495961E-04
DCI,11.9156284332,3.501372E-04
DCI,11.9305629730,3.397873E-04
DCI,11.9456672668,3.441622E-04
DCI,11.9605951309,3.406382E-04
DCI,11.9855079651,3.431077E-04
DCI,12.0051403046,3.433898E-04
DCI,12.0198469162,3.434592E-04
DCI,12.0345687866,3.508216E-04
DCI,12.0499277115,3.412024E-04
DCI,12.0755100250,3.502574E-04
DCI,12.0947551727,3.497071E-04
DCI,12.1095447540,3.428996E-04
DCI,12.1281852722,3.402867E-04
DCI,12.1436309814,3.399908E-04
DCI,12.1653442383,3.421458E-04
DCI,12.1845855713,3.390381E-04
DCI,12.1997413635,3.395190E-04
DCI,12.2184658051,3.462987E-04
DCI,12.2334661484,3.514089E-04
DCI,12.2552795410,3.483659E-04
DCI,12.2747945786,3.526437E-04
DCI,12.2897434235,3.451102E-04
DCI,12.3088130951,3.459704E-04
DCI,12.3236942291,3.372992E-04
DCI,12.3453254700,3.410082E-04
DCI,12.3646383286,3.395514E-04
DCI,12.3834342957,3.365130E-04
DCI,12.3988599777,3.428996E-04
DCI,12.4135799408,3.485972E-04
DCI,12.4353199005,3.441298E-04
DCI,12.4547777176,3.512887E-04
DCI,12.4735202789,3.489949E-04
DCI,12.4885883331,3.452952E-04
DCI,12.5036077499,3.394312E-04
DCI,12.5253067017,3.433390E-04
DCI,12.5443468094,3.386034E-04
DCI,12.5632810593,3.369061E-04
DCI,12.5784540176,3.460953E-04
DCI,12.5931701660,3.512748E-04
DCI,12.6158628464,3.499938E-04
DCI,12.6419143677,3.388716E-04
DCI,12.6570739746,3.495915E-04
DCI,12.6718597412,3.478295E-04
DCI,12.6867885590,3.400416E-04
DCI,12.7052946091,3.406752E-04
DCI,12.7310476303,3.471543E-04
DCI,12.7460203171,3.387745E-04
DCI,12.7611036301,3.358933E-04
DCI,12.7758674622,3.505626E-04
DCI,12.7953119278,3.499522E-04
DCI,12.8203086853,3.370865E-04
DCI,12.8352031708,3.507153E-04
DCI,12.8501873016,3.459426E-04
DCI,12.8648443222,3.412070E-04
DCI,12.8853197098,3.361986E-04
