Mode,Time(s),Value
DCI,127.1794509888,5.874894E-05
DCI,127.3794021606,5.927614E-05
DCI,127.5794219971,5.734768E-05
DCI,127.7794570923,5.689909E-05
DCI,127.9794769287,5.767140E-05
DCI,128.1795043945,5.844834E-05
DCI,128.3795471191,5.871194E-05
DCI,128.5796051025,5.750954E-05
DCI,128.7796173096,5.450353E-05
DCI,128.9796600342,5.939638E-05
DCI,129.1797027588,5.949350E-05
DCI,129.3796997070,5.664011E-05
DCI,129.5799255371,5.696383E-05
DCI,129.7799835205,5.767603E-05
DCI,129.9800262451,5.695921E-05
DCI,130.1801300049,5.613603E-05
DCI,130.3801269531,5.693609E-05
DCI,130.5833892822,5.836972E-05
DCI,130.7834014893,5.755116E-05
DCI,130.9833831787,5.895242E-05
DCI,131.1834564209,5.802750E-05
DCI,131.3834991455,5.855933E-05
DCI,131.5835266113,5.931777E-05
DCI,131.7835693359,5.605741E-05
DCI,131.9835968018,5.683434E-05
DCI,132.1835632324,5.833735E-05
DCI,132.3836669922,5.840672E-05
DCI,132.5836181641,5.784251E-05
DCI,132.7836456299,5.641350E-05
DCI,132.9837799072,5.712107E-05
DCI,133.1837463379,5.693609E-05
DCI,133.3837890625,5.745404E-05
DCI,133.5838928223,5.776852E-05
DCI,133.7838592529,5.861482E-05
DCI,133.9839019775,5.880906E-05
DCI,134.1839904785,5.821248E-05
DCI,134.3839416504,5.860557E-05
DCI,134.5839691162,5.730143E-05
DCI,134.7840118408,5.953512E-05
DCI,134.9840087891,5.956750E-05
DCI,135.1840362549,5.684359E-05
DCI,135.3840789795,5.610828E-05
DCI,135.5841064453,5.739392E-05
DCI,135.7841491699,5.658461E-05
DCI,135.9841766357,5.630251E-05
DCI,136.1842193604,5.743092E-05
DCI,136.3842620850,5.644588E-05
DCI,136.5842895508,5.701008E-05
DCI,136.7843170166,5.742630E-05
DCI,136.9875183105,5.576143E-05
DCI,137.1874694824,5.678810E-05
DCI,137.3874969482,5.991434E-05
DCI,137.5876312256,5.919290E-05
DCI,137.7876129150,5.802750E-05
DCI,137.9876251221,5.579380E-05
DCI,138.1876678467,5.782401E-05
DCI,138.3877563477,5.991897E-05
DCI,138.5877532959,5.693609E-05
DCI,138.7878417969,5.599729E-05
DCI,138.9878845215,5.668173E-05
DCI,139.1878356934,5.744942E-05
DCI,139.3879547119,5.831422E-05
DCI,139.5879516602,5.825410E-05
DCI,139.7879028320,5.750491E-05
DCI,139.9880523682,5.704245E-05
DCI,140.1880493164,5.797200E-05
DCI,140.3880310059,5.724594E-05
DCI,140.5880889893,5.831422E-05
DCI,140.7881011963,5.836509E-05
DCI,140.9881286621,5.494750E-05
DCI,141.1882629395,5.801362E-05
DCI,141.3882141113,6.079302E-05
DCI,141.5882263184,5.861482E-05
DCI,141.7883148193,5.773152E-05
DCI,141.9883270264,5.690371E-05
DCI,142.1883544922,5.505386E-05
DCI,142.3883972168,5.569669E-05
DCI,142.5884094238,5.716269E-05
DCI,142.7884368896,5.791188E-05
DCI,142.9885101318,5.947963E-05
DCI,143.1885375977,5.842521E-05
DCI,143.3885650635,5.755116E-05
DCI,143.5886077881,5.693146E-05
DCI,143.7886199951,5.869344E-05
DCI,143.9886779785,5.912353E-05
DCI,144.1887054443,5.694071E-05
DCI,144.3887176514,5.603428E-05
DCI,144.5901336670,5.612215E-05
DCI,144.7901763916,5.697771E-05
DCI,144.9901580811,5.665398E-05
DCI,145.1902618408,5.681585E-05
