Device OWON HDS2102S found at port 3:36


2024-01-20 18:22:43.292080, 000.15 mA
2024-01-20 18:22:43.667985, 000.15 mA
2024-01-20 18:22:44.107982, 000.15 mA
2024-01-20 18:22:44.547971, 000.14 mA
2024-01-20 18:22:44.924958, 000.14 mA
2024-01-20 18:22:45.364939, 000.14 mA
2024-01-20 18:22:45.741947, 000.14 mA
2024-01-20 18:22:46.120075, 000.14 mA
2024-01-20 18:22:46.558932, 000.15 mA
2024-01-20 18:22:47.000963, 000.14 mA
2024-01-20 18:22:47.439944, 000.14 mA
2024-01-20 18:22:47.878908, 000.14 mA
2024-01-20 18:22:48.318893, 000.15 mA
2024-01-20 18:22:48.758891, 000.15 mA
2024-01-20 18:22:49.198879, 000.15 mA
2024-01-20 18:22:49.638897, 000.14 mA
2024-01-20 18:22:50.015870, 000.14 mA
2024-01-20 18:22:50.455838, 000.15 mA
2024-01-20 18:22:50.832847, 000.15 mA
2024-01-20 18:22:51.273994, 000.14 mA
2024-01-20 18:22:51.713865, 000.14 mA
2024-01-20 18:22:52.152822, 000.14 mA
2024-01-20 18:22:52.530808, 000.15 mA
2024-01-20 18:22:52.970798, 000.15 mA
2024-01-20 18:22:53.348803, 000.14 mA
2024-01-20 18:22:53.725780, 000.14 mA
2024-01-20 18:22:54.165780, 000.14 mA
2024-01-20 18:22:54.605769, 000.14 mA
2024-01-20 18:22:54.982750, 000.14 mA
2024-01-20 18:22:55.360805, 000.14 mA
2024-01-20 18:22:55.739804, 000.15 mA
2024-01-20 18:22:56.178730, 000.15 mA
2024-01-20 18:22:56.619753, 000.15 mA
2024-01-20 18:22:56.995715, 000.15 mA
2024-01-20 18:22:57.374715, 000.14 mA
2024-01-20 18:22:57.814702, 000.15 mA
2024-01-20 18:22:58.192757, 000.15 mA
2024-01-20 18:22:58.568703, 000.15 mA
2024-01-20 18:22:59.008695, 000.15 mA
2024-01-20 18:22:59.448688, 000.14 mA
2024-01-20 18:22:59.826799, 000.14 mA
2024-01-20 18:23:00.265659, 000.14 mA
2024-01-20 18:23:00.643665, 000.34 mA
2024-01-20 18:23:01.021644, 026.77 mA
2024-01-20 18:23:01.401649, 022.84 mA
2024-01-20 18:23:01.781676, 018.53 mA
2024-01-20 18:23:02.222634, 015.09 mA
2024-01-20 18:23:02.601650, 012.36 mA
2024-01-20 18:23:02.978619, 011.20 mA
2024-01-20 18:23:03.420611, 008.40 mA
2024-01-20 18:23:03.800605, 006.99 mA
2024-01-20 18:23:04.179644, 005.83 mA
